Date of Demolition,Locality,District,Area,Housing Units,People left Homeless,Minors left Homeless,Type Of Structure
2019-04-17,Kh. Jubara,Tulkarm,west-bank,1,0,0,Residental
2019-04-17,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2019-04-16,Kh. Susiya,Hebron,west-bank,1,0,0,Residental
2019-04-16,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2019-04-16,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2019-04-11,Majdal Bani Fadel,Nablus,west-bank,1,0,0,Non Resedential
2019-04-08,Kh. Susiya,Hebron,west-bank,1,5,0,Residental
2019-03-20,Kh. al-Halawah,Hebron,west-bank,1,3,1,Residental
2019-03-20,Maghayir al-'Abid,Hebron,west-bank,1,0,0,Non Resedential
2019-03-20,Kh. al-Halawah,Hebron,west-bank,1,0,0,Non Resedential
2019-03-20,Kh. a-Tuba,Hebron,west-bank,1,6,1,Residental
2019-03-13,Beit Jala,Bethlehem,west-bank,2,0,0,Non Resedential
2019-03-10,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Non Resedential
2019-03-07,a-Duqaiqah,Hebron,west-bank,1,5,3,Residental
2019-03-07,a-Duqaiqah,Hebron,west-bank,1,3,1,Residental
2019-03-07,a-Duqaiqah,Hebron,west-bank,1,2,0,Residental
2019-03-07,Kh. al-Majaz,Hebron,west-bank,1,8,2,Residental
2019-03-07,Kh. al-Fakhit,Hebron,west-bank,1,7,4,Residental
2019-03-07,al-Mas'udiyah,Nablus,west-bank,2,0,0,Residental
2019-03-04,Haris,Salfit,west-bank,3,0,0,Non Resedential
2019-03-04,Jaba',al-Quds,west-bank,2,0,0,Non Resedential
2019-02-25,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Non Resedential
2019-02-25,a-Nabi Elyas,Qalqiliya,west-bank,1,0,0,Residental
2019-02-20,Mikhmas,al-Quds,west-bank,2,0,0,Non Resedential
2019-02-19,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,1,0,Residental
2019-02-19,Kh. a-Ras al-Ahmar,Tubas,west-bank,3,0,0,Non Resedential
2019-02-19,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,4,0,Residental
2019-02-19,Kh. a-Ras al-Ahmar,Tubas,west-bank,3,0,0,Non Resedential
2019-02-11,al-Walajah,Bethlehem,west-bank,1,7,2,Residental
2019-01-30,Huwarah,Nablus,west-bank,1,0,0,Residental
2019-01-16,Fasayil,Jericho,west-bank,1,6,4,Residental
2019-01-16,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Residental
2019-01-16,a-Nuwei'mah al-Foqa,Jericho,west-bank,1,0,0,Non Resedential
2019-01-13,Beit Iksa,al-Quds,west-bank,4,0,0,Non Resedential
2019-01-13,Beit Iksa,al-Quds,west-bank,1,0,0,Non Resedential
2019-01-10,Imreihah,Jenin,west-bank,1,0,0,Residental
2018-12-26,a-Lubban a-Sharqiyah,Nablus,west-bank,1,0,0,Non Resedential
2018-12-24,Mikhmas,al-Quds,west-bank,1,3,0,Residental
2018-12-12,Kafr Laqif,Qalqiliya,west-bank,1,0,0,Non Resedential
2018-12-11,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2018-12-05,a-Simiya,Hebron,west-bank,1,0,0,Non Resedential
2018-12-04,Haris,Salfit,west-bank,1,0,0,Non Resedential
2018-12-04,Haris,Salfit,west-bank,1,0,0,Non Resedential
2018-12-03,Fasayil,Jericho,west-bank,1,8,4,Residental
2018-12-03,Fasayil,Jericho,west-bank,1,10,6,Residental
2018-11-27,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2018-11-26,Imreihah,Jenin,west-bank,1,4,0,Residental
2018-11-19,Qalandia,al-Quds,west-bank,1,7,5,Residental
2018-11-19,Bardalah,Tubas,west-bank,1,5,0,Residental
2018-11-12,Qusrah,Nablus,west-bank,1,0,0,Non Resedential
2018-11-11,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2018-11-11,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2018-11-11,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2018-11-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2018-11-08,a-Za'ayem,al-Quds,west-bank,0,0,0,Non Resedential
2018-11-08,a-Za'ayem,al-Quds,west-bank,1,0,0,Residental
2018-11-08,Kh.Ibziq,Tubas,west-bank,1,0,0,Non Resedential
2018-11-07,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2018-11-05,al-Hadidiyah,Tubas,west-bank,2,0,0,Residental
2018-11-05,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2018-10-29,'Anata,al-Quds,west-bank,1,0,0,Residental
2018-10-25,Wadi al-Qatif,Jericho,west-bank,1,2,0,Residental
2018-10-23,Kh.Ibziq,Tubas,west-bank,2,0,0,Non Resedential
2018-10-22,Kh. Jamrurah,Hebron,west-bank,1,0,0,Non Resedential
2018-10-18,Imreihah,Jenin,west-bank,1,0,0,Residental
2018-10-18,Kh. al-Marajim,Nablus,west-bank,1,0,0,Non Resedential
2018-10-18,al-Birah,Ramallah and al-Bira,west-bank,3,0,0,Residental
2018-10-18,Bardalah,Tubas,west-bank,1,6,0,Residental
2018-10-18,Bardalah,Tubas,west-bank,5,0,0,Non Resedential
2018-10-17,Khallet al-Mayah,Hebron,west-bank,1,0,0,Residental
2018-10-17,Kh. Ghuwein al-Foqa,Hebron,west-bank,1,0,0,Non Resedential
2018-10-17,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential
2018-10-11,al-Jiftlik,Jericho,west-bank,1,3,1,Residental
2018-10-11,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2018-10-11,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2018-10-11,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2018-10-11,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2018-10-11,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2018-10-11,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2018-10-11,al-Hadidiyah,Tubas,west-bank,3,7,4,Residental
2018-10-11,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2018-10-09,Kh. al-Halawah,Hebron,west-bank,1,4,2,Residental
2018-10-09,Kh. al-Halawah,Hebron,west-bank,1,0,0,Residental
2018-10-09,Kh. al-Halawah,Hebron,west-bank,1,5,3,Residental
2018-10-02,Kh. al-Halawah,Hebron,west-bank,1,6,4,Residental
2018-09-20,Rantis,Ramallah and al-Bira,west-bank,1,0,0,Residental
2018-09-20,Rantis,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2018-09-13,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,5,0,0,Residental
2018-09-06,Deir Istiya,Salfit,west-bank,1,0,0,Non Resedential
2018-09-04,Kh. Humsah,Tubas,west-bank,1,0,0,Residental
2018-09-04,'Anata,al-Quds,west-bank,1,3,0,Residental
2018-09-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2018-09-04,'Anata,al-Quds,west-bank,1,0,0,Non Resedential
2018-09-03,al-Walajah,Bethlehem,west-bank,1,5,3,Residental
2018-09-03,Qawawis,Hebron,west-bank,1,0,0,Residental
2018-09-03,al-Walajah,Bethlehem,west-bank,1,5,3,Residental
2018-09-03,al-Walajah,Bethlehem,west-bank,1,0,0,Residental
2018-09-03,al-Walajah,Bethlehem,west-bank,1,5,3,Residental
2018-08-29,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2018-08-29,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2018-08-29,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2018-08-15,Hizma,al-Quds,west-bank,3,0,0,Non Resedential
2018-08-14,Deir Dobwan,Ramallah and al-Bira,west-bank,2,0,0,Residental
2018-08-08,a-Samu',Hebron,west-bank,1,7,5,Residental
2018-08-08,Qawawis,Hebron,west-bank,1,0,0,Non Resedential
2018-08-07,,,west-bank,1,0,0,Non Resedential
2018-07-30,Kh. a-Tuba,Hebron,west-bank,1,0,0,Non Resedential
2018-07-25,Jabal al-Baba,al-Quds,west-bank,2,0,0,Non Resedential
2018-07-18,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,6,4,Residental
2018-07-18,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential
2018-07-18,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2018-07-18,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Non Resedential
2018-07-15,Kh. al-Marajim,Nablus,west-bank,1,8,3,Residental
2018-07-11,Kh. Khilet a-Dabe',Hebron,west-bank,1,0,0,Non Resedential
2018-07-05,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-05,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-05,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-05,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-05,Kh. Um Nir,Hebron,west-bank,1,5,3,Residental
2018-07-04,al-Farisiyah,Tubas,west-bank,1,0,0,Non Resedential
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,7,5,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,7,5,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,6,4,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,4,2,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,5,3,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,9,7,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,0,0,Non Resedential
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,3,1,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,6,4,Residental
2018-07-04,Abu a-Nuwar,al-Quds,west-bank,1,5,3,Residental
2018-07-03,Battir,Bethlehem,west-bank,1,8,4,Residental
2018-07-03,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2018-06-26,al-Mufaqarah,Hebron,west-bank,1,0,0,Non Resedential
2018-06-25,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2018-06-25,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-06-25,Hizma,al-Quds,west-bank,2,0,0,Non Resedential
2018-06-20,Abu Dis,al-Quds,west-bank,1,0,0,Residental
2018-05-10,Duma,Nablus,west-bank,1,0,0,Residental
2018-05-07,Qalandia,al-Quds,west-bank,1,0,0,Residental
2018-05-07,Qalandia,al-Quds,west-bank,1,0,0,Residental
2018-05-02,Kh. al-Halawah,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. al-Markez,Hebron,west-bank,1,8,0,Residental
2018-05-02,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. al-Markez,Hebron,west-bank,1,5,3,Residental
2018-05-02,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. Jenbah,Hebron,west-bank,1,4,0,Residental
2018-05-02,Kh. al-Halawah,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. al-Halawah,Hebron,west-bank,1,5,1,Residental
2018-05-02,Kh. al-Fakhit,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. al-Halawah,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. al-Markez,Hebron,west-bank,1,5,3,Residental
2018-05-02,Kh. al-Markez,Hebron,west-bank,1,0,0,Non Resedential
2018-05-02,Kh. Jenbah,Hebron,west-bank,1,0,0,Non Resedential
2018-05-01,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential
2018-05-01,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential
2018-05-01,Ya'bad,Jenin,west-bank,1,0,0,Non Resedential
2018-05-01,Qalandia,al-Quds,west-bank,1,0,0,Non Resedential
2018-04-25,Jaba',al-Quds,west-bank,2,0,0,Non Resedential
2018-04-24,Jabal al-Baba,al-Quds,west-bank,1,0,0,Non Resedential
2018-04-24,Kh. Susiya,Hebron,west-bank,1,0,0,Residental
2018-04-24,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential
2018-04-15,Kh. Zanutah,Hebron,west-bank,1,0,0,Non Resedential
2018-04-12,Shuqba,Ramallah and al-Bira,west-bank,3,0,0,Non Resedential
2018-04-12,Shuqba,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2018-04-12,Shuqba,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2018-04-12,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2018-04-12,Shuqba,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2018-04-10,Jibya,Ramallah and al-Bira,west-bank,1,0,0,Residental
2018-04-10,Jibya,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2018-04-09,Kh. Zanutah,Hebron,west-bank,1,0,0,Non Resedential
2018-03-28,Kh. Susiya,Hebron,west-bank,1,5,3,Residental
2018-03-28,Kh. Susiya,Hebron,west-bank,1,0,0,Non Resedential
2018-03-28,al-Walajah,Bethlehem,west-bank,1,0,0,Residental
2018-03-28,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential
2018-03-28,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential
2018-03-14,Bethlehem,Bethlehem,west-bank,1,13,5,Residental
2018-03-14,Bethlehem,Bethlehem,west-bank,3,0,0,Non Resedential
2018-03-13,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2018-03-13,Silwad,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2018-02-28,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-02-28,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2018-02-21,Beit 'Einun,Hebron,west-bank,2,0,0,Non Resedential
2018-02-21,al-Baq'ah (Hebron),Hebron,west-bank,1,0,0,Non Resedential
2018-02-20,Jabal al-Baba,al-Quds,west-bank,1,13,10,Residental
2018-02-14,al-Haskah,Hebron,west-bank,4,0,0,Residental
2018-02-12,Wadi Qana,Salfit,west-bank,1,0,0,Non Resedential
2018-02-12,Wadi Qana,Salfit,west-bank,1,0,0,Non Resedential
2018-02-12,al-'Arrub R.C.,Hebron,west-bank,1,0,0,Non Resedential
2018-01-31,Yatta,Hebron,west-bank,1,4,2,Residental
2018-01-24,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,6,3,Residental
2018-01-24,Kh. 'Ein Karzaliyah,Jericho,west-bank,4,0,0,Non Resedential
2018-01-24,Kh. 'Ein Karzaliyah,Jericho,west-bank,1,0,0,Residental
2018-01-24,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Non Resedential
2018-01-24,al-Jiftlik,Jericho,west-bank,1,0,0,Residental
2018-01-04,al-Khader,Bethlehem,west-bank,1,0,0,Non Resedential
2017-12-30,Tarqumya,Hebron,west-bank,1,0,0,Non Resedential
2017-11-27,Beit 'Einun,Hebron,west-bank,1,0,0,Non Resedential
2017-11-22,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2017-11-22,Furush Beit Dajan,Nablus,west-bank,1,9,5,Residental
2017-11-22,Rantis,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2017-11-22,Kh. al-Halawah,Hebron,west-bank,1,0,0,Residental
2017-11-22,al-'Ajaj (Id'eis),Tubas,west-bank,1,5,1,Residental
2017-11-22,Battir,Bethlehem,west-bank,1,0,0,Non Resedential
2017-11-22,Battir,Bethlehem,west-bank,1,0,0,Residental
2017-11-16,Ni'lin,Ramallah and al-Bira,west-bank,1,8,6,Residental
2017-11-13,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2017-11-07,Khallet al-Fouleh,Jericho,west-bank,1,4,2,Residental
2017-11-07,Khallet al-Fouleh,Jericho,west-bank,1,8,4,Residental
2017-11-07,Khallet al-Fouleh,Jericho,west-bank,1,6,4,Residental
2017-11-07,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2017-10-31,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2017-10-31,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2017-10-31,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2017-10-19,al-Mufaqarah,Hebron,west-bank,1,0,0,Non Resedential
2017-10-19,Hizma,al-Quds,west-bank,1,0,0,Residental
2017-10-19,Kh. al-Halawah,Hebron,west-bank,1,8,4,Residental
2017-10-19,Kh. al-Halawah,Hebron,west-bank,1,15,8,Residental
2017-10-17,al-A'uja,Jericho,west-bank,1,0,0,Residental
2017-10-17,al-A'uja,Jericho,west-bank,1,0,0,Non Resedential
2017-10-17,al-A'uja,Jericho,west-bank,1,0,0,Residental
2017-10-16,Jabal al-Baba,al-Quds,west-bank,1,3,1,Residental
2017-10-16,Abu Dis,al-Quds,west-bank,1,4,2,Residental
2017-10-16,Abu Dis,al-Quds,west-bank,1,3,1,Residental
2017-10-16,Abu Dis,al-Quds,west-bank,1,0,0,Non Resedential
2017-10-16,Jabal al-Baba,al-Quds,west-bank,1,9,7,Residental
2017-10-16,Jabal al-Baba,al-Quds,west-bank,1,13,10,Residental
2017-10-16,Jabal al-Baba,al-Quds,west-bank,1,2,0,Residental
2017-09-25,Beit Ummar,Hebron,west-bank,1,0,0,Non Resedential
2017-09-25,Deir Ballut,Salfit,west-bank,1,0,0,Non Resedential
2017-09-18,a-Za'ayem,al-Quds,west-bank,3,0,0,Residental
2017-09-13,'Ein a-Duyuk a-Tahta,Jericho,west-bank,1,0,0,Residental
2017-09-13,'Ein a-Duyuk a-Tahta,Jericho,west-bank,7,0,0,Residental
2017-08-31,Hizma,al-Quds,west-bank,1,5,3,Residental
2017-08-22,Jub a-Dib,Bethlehem,west-bank,1,0,0,Non Resedential
2017-08-21,Jabal al-Baba,al-Quds,west-bank,1,0,0,Non Resedential
2017-08-14,Khashm a-Daraj,Hebron,west-bank,1,5,2,Residental
2017-08-14,Khashm a-Daraj,Hebron,west-bank,1,5,3,Residental
2017-08-14,Khashm a-Daraj,Hebron,west-bank,1,0,0,Non Resedential
2017-08-14,Khashm a-Daraj,Hebron,west-bank,1,4,0,Residental
2017-07-24,Wadi Esneisel,al-Quds,west-bank,1,0,0,Non Resedential
2017-07-16,a-Za'ayem,al-Quds,west-bank,2,0,0,Residental
2017-07-12,Wadi Abu al-Hindy,al-Quds,west-bank,1,0,0,Residental
2017-07-12,Wadi Abu al-Hindy,al-Quds,west-bank,1,0,0,Residental
2017-07-03,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2017-07-03,a-Za'ayem,al-Quds,west-bank,2,0,0,Non Resedential
2017-07-01,a-Za'ayem,al-Quds,west-bank,1,0,0,Non Resedential
2017-05-18,Zabdah,Jenin,west-bank,1,0,0,Non Resedential
2017-05-18,Zabdah,Jenin,west-bank,1,0,0,Non Resedential
2017-05-09,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2017-05-09,al-Jiftlik,Jericho,west-bank,1,2,0,Residental
2017-05-04,al-Walajah,Bethlehem,west-bank,2,0,0,Residental
2017-05-04,al-Walajah,Bethlehem,west-bank,1,0,0,Non Resedential
2017-05-04,al-Walajah,Bethlehem,west-bank,1,7,5,Residental
2017-05-04,al-Walajah,Bethlehem,west-bank,2,0,0,Non Resedential
2017-04-25,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2017-04-25,Ni'lin,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2017-04-25,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2017-04-25,Ni'lin,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2017-04-19,Jabal al-Baba,al-Quds,west-bank,1,0,0,Residental
2017-04-05,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,1,0,Residental
2017-04-05,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2017-04-05,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,4,2,Residental
2017-04-05,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,2,0,0,Non Resedential
2017-04-05,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,8,3,Residental
2017-04-05,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2017-04-04,a-Za'ayem,al-Quds,west-bank,8,11,0,Residental
2017-04-04,a-Za'ayem,al-Quds,west-bank,2,0,0,Residental
2017-04-04,a-Sheikh Sa'ed,al-Quds,west-bank,1,0,0,Residental
2017-04-04,a-Za'ayem,al-Quds,west-bank,4,0,0,Residental
2017-03-28,Kh. Tall al-Himma,Tubas,west-bank,1,8,0,Residental
2017-03-27,al-Jiftlik,Jericho,west-bank,1,0,0,Non Resedential
2017-03-22,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential
2017-03-22,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential
2017-03-22,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential
2017-03-22,a-Zbeidat,Jericho,west-bank,1,0,0,Non Resedential
2017-03-14,Furush Beit Dajan,Nablus,west-bank,1,0,0,Non Resedential
2017-03-06,Hebron,Hebron,west-bank,1,0,0,Residental
2017-02-23,Khashm al-Karem,Hebron,west-bank,1,0,0,Non Resedential
2017-02-20,Khan al-Ahmar (Bedouin Community),al-Quds,west-bank,1,1,0,Residental
2017-02-20,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2017-02-15,Hizma,al-Quds,west-bank,1,0,0,Residental
2017-02-15,Hizma,al-Quds,west-bank,1,0,0,Non Resedential
2017-02-07,Kardalah,Tubas,west-bank,2,0,0,Non Resedential
2017-02-07,Kh. a-Ras al-Ahmar,Tubas,west-bank,2,7,5,Residental
2017-02-07,Kh. a-Ras al-Ahmar,Tubas,west-bank,7,0,0,Non Resedential
2017-01-26,al-'Eizariyah,al-Quds,west-bank,1,10,8,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,1,4,2,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,1,7,3,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,1,7,4,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,1,9,7,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,1,6,4,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,2,0,0,Non Resedential
2017-01-26,al-'Eizariyah,al-Quds,west-bank,2,10,8,Residental
2017-01-26,al-'Eizariyah,al-Quds,west-bank,2,0,0,Non Resedential
2017-01-23,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,7,3,Residental
2017-01-23,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Non Resedential
2017-01-23,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,6,3,Residental
2017-01-23,Kh. 'Ein Karzaliyah,Jericho,west-bank,2,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-18,Qalandia R.C.,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-17,'Aqraba,Nablus,west-bank,1,0,0,Non Resedential
2017-01-17,Kh. Twayel,Nablus,west-bank,1,7,0,Residental
2017-01-17,Kh. Twayel,Nablus,west-bank,3,0,0,Non Resedential
2017-01-12,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2017-01-12,Barta'ah a-Sharqiyah,Jenin,west-bank,1,0,0,Non Resedential
2017-01-11,Bani Na'im,Hebron,west-bank,1,0,0,Non Resedential
2017-01-10,Kh. a-Ras al-Ahmar,Tubas,west-bank,1,0,0,Non Resedential
2017-01-10,al-Hadidiyah,Tubas,west-bank,1,0,0,Non Resedential
2017-01-05,Jinsafut,Qalqiliya,west-bank,2,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,2,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Residental
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Non Resedential
2017-01-04,Tuqu',Bethlehem,west-bank,1,0,0,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,1,6,4,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,2,10,6,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,1,9,3,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,3,8,4,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,0,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,1,7,5,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,1,5,2,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,2,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,1,6,4,Residental
2017-01-03,Kh. Tana,Nablus,west-bank,1,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,3,0,0,Non Resedential
2017-01-03,Kh. Tana,Nablus,west-bank,1,2,0,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,13,11,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,4,2,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,6,4,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,0,0,Non Resedential
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,6,4,Residental
2017-01-02,Bir al-Maskub A,al-Quds,west-bank,1,18,14,Residental
2017-01-02,Bir al-Maskub A,al-Quds,west-bank,1,6,4,Residental
2017-01-02,Bir al-Maskub B,al-Quds,west-bank,1,3,2,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,10,7,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,9,7,Residental
2017-01-02,Wadi Esneisel,al-Quds,west-bank,1,0,0,Non Resedential
2016-12-29,a-Lubban al-Gharbiyah,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
2016-12-29,Deir Qadis,Ramallah and al-Bira,west-bank,1,0,0,Non Resedential
